time,journey_id,question,answer
2019-05-17 06:46:58.525756,107647,question.overall_rating,3
2019-05-17 07:37:18.991338,131936,question.open_feedback,text data
2019-05-17 07:55:35.705198,100343,question.staff_rating,5
2019-05-18 00:00:01.037688,137367,question.staff_rating,5
2019-05-18 02:23:51.868340,134826,question.open_feedback,text data
2019-05-17 09:41:41.432080,131809,question.staff_rating,4
2019-05-17 10:38:54.655327,100508,question.open_feedback,text data
2019-05-17 16:59:16.932097,133511,question.staff_rating,1
2019-05-18 03:51:44.080172,84816,question.overall_rating,4
2019-05-17 10:29:59.984015,96393,question.overall_rating,4
2019-05-17 22:16:25.498147,131131,question.overall_rating,4
2019-05-18 03:53:13.029016,84816,question.open_feedback,text data
2019-05-17 10:15:26.823965,121935,question.staff_rating,4
2019-05-17 10:45:59.612032,129188,question.overall_rating,5
2019-05-17 10:54:35.561125,135140,question.overall_rating,4
2019-05-17 10:54:46.418233,135140,question.staff_rating,4
2019-05-17 13:32:56.211419,95959,question.overall_rating,5
2019-05-17 13:33:03.002905,95959,question.staff_rating,5
2019-05-17 14:01:24.815227,114798,question.staff_rating,4
2019-05-17 14:40:36.469549,130385,question.staff_rating,5
2019-05-17 15:38:20.449259,130708,question.staff_rating,4
2019-05-17 22:51:00.939060,135931,question.staff_rating,4
2019-05-17 11:47:23.146372,114353,question.staff_rating,1
2019-05-17 11:38:21.452507,135002,question.open_feedback,text data
2019-05-17 12:04:39.431723,112113,question.overall_rating,5
2019-05-17 15:06:17.266776,130846,question.staff_rating,5
2019-05-17 15:07:44.341249,130846,question.open_feedback,text data
2019-05-17 17:04:56.043793,133511,question.open_feedback,text data
2019-05-17 19:24:34.186690,132521,question.overall_rating,5
2019-05-18 03:00:41.311688,130391,question.overall_rating,5
2019-05-17 12:06:33.619029,112113,question.open_feedback,text data
2019-05-18 06:56:19.552360,117154,question.open_feedback,text data
2019-05-18 11:25:10.341359,108328,question.staff_rating,5
2019-05-17 12:37:58.747840,120314,question.overall_rating,2
2019-05-17 12:38:12.153772,124480,question.overall_rating,2
2019-05-17 12:38:28.815273,120314,question.staff_rating,5
2019-05-17 12:42:42.492222,124862,question.overall_rating,1
2019-05-17 13:56:57.996510,112165,question.overall_rating,5
2019-05-17 14:01:38.161825,122344,question.overall_rating,4
2019-05-17 14:03:24.904720,137377,question.staff_rating,4
2019-05-17 16:04:49.468036,107867,question.overall_rating,4
2019-05-17 15:35:31.577191,128622,question.overall_rating,1
2019-05-18 06:41:32.429901,125063,question.staff_rating,4
2019-05-18 07:12:09.977704,97871,question.overall_rating,4
2019-05-17 16:27:18.559412,112022,question.staff_rating,5
2019-05-17 19:09:14.441855,95849,question.staff_rating,5
2019-05-17 20:08:14.209891,136107,question.staff_rating,4
2019-05-17 19:20:07.473865,121871,question.overall_rating,1
2019-05-17 14:50:17.361099,115372,question.staff_rating,3
2019-05-17 17:44:44.132039,121913,question.overall_rating,1
2019-05-17 16:50:23.907218,116715,question.overall_rating,5
2019-05-17 18:54:48.237106,130766,question.open_feedback,text data
2019-05-17 16:27:57.347457,112022,question.open_feedback,text data
2019-05-17 20:08:01.287269,136107,question.overall_rating,4
2019-05-17 16:24:18.579493,116678,question.overall_rating,5
2019-05-17 16:50:30.769306,116715,question.staff_rating,5
2019-05-17 21:57:22.636619,117422,question.overall_rating,4
2019-05-17 19:38:15.729075,133963,question.staff_rating,1
2019-05-17 18:53:34.107609,130766,question.overall_rating,4
2019-05-17 21:57:57.361449,117422,question.staff_rating,5
2019-05-17 21:26:07.628549,121846,question.overall_rating,5
2019-05-18 00:43:32.837219,92160,question.overall_rating,4
2019-05-17 20:12:09.044509,106948,question.overall_rating,4
2019-05-17 22:43:17.415685,125718,question.overall_rating,1
2019-05-17 22:23:37.120876,101443,question.staff_rating,3
2019-05-18 01:40:56.388519,127170,question.staff_rating,4
2019-05-17 22:43:25.177163,125718,question.staff_rating,2
2019-05-18 00:43:56.747658,92160,question.staff_rating,5
2019-05-18 03:01:01.120911,130391,question.staff_rating,5
2019-05-18 07:17:44.036130,109160,question.overall_rating,4
2019-05-18 01:10:55.934446,132334,question.staff_rating,4
2019-05-18 01:15:30.561941,132334,question.open_feedback,text data
2019-05-18 04:27:48.109334,133325,question.overall_rating,2
2019-05-18 02:18:49.682615,82139,question.overall_rating,5
2019-05-18 11:49:28.691958,113549,question.staff_rating,5
2019-05-18 12:10:27.086168,120985,question.overall_rating,1
2019-05-18 13:37:53.000499,129847,question.overall_rating,2
2019-05-18 05:07:23.256868,113118,question.overall_rating,1
2019-05-18 05:09:48.817079,113118,question.open_feedback,text data
2019-05-18 05:52:55.459982,135745,question.overall_rating,4
2019-05-18 06:37:09.978533,127009,question.staff_rating,4
2019-05-18 06:46:59.372693,125063,question.open_feedback,text data
2019-05-18 10:09:49.802968,124447,question.overall_rating,2
2019-05-18 23:51:28.595494,138172,question.staff_rating,5
2019-05-18 05:44:15.037249,77210,question.overall_rating,5
2019-05-18 06:32:54.691637,125315,question.overall_rating,2
2019-05-18 06:53:48.231309,117154,question.staff_rating,5
2019-05-18 06:33:09.106244,125315,question.staff_rating,2
2019-05-18 09:50:13.864174,126539,question.overall_rating,1
2019-05-18 16:16:10.437578,138585,question.staff_rating,3
2019-05-18 16:26:37.147682,119106,question.overall_rating,5
2019-05-18 19:00:58.409773,117809,question.open_feedback,text data
2019-05-18 21:49:42.427851,120832,question.overall_rating,4
2019-05-18 06:01:38.405591,121490,question.staff_rating,2
2019-05-18 07:18:31.411099,109160,question.staff_rating,4
2019-05-18 11:24:59.406417,108328,question.overall_rating,5
2019-05-18 14:11:44.530072,139837,question.staff_rating,5
2019-05-18 17:20:47.195413,129187,question.staff_rating,2
2019-05-18 10:10:17.165566,124447,question.staff_rating,5
2019-05-18 14:42:22.919417,138635,question.staff_rating,5
2019-05-18 05:53:06.121073,135745,question.staff_rating,4
2019-05-18 07:23:49.767181,99056,question.overall_rating,4
2019-05-18 10:13:42.798742,121526,question.overall_rating,1
2019-05-18 12:58:44.856290,111086,question.overall_rating,4
2019-05-18 14:42:03.720615,138635,question.overall_rating,5
2019-05-18 16:00:24.471233,135718,question.overall_rating,1
2019-05-18 18:58:31.681995,117809,question.overall_rating,4
2019-05-16 03:41:01.262760,92835,question.staff_rating,4
2019-05-16 01:40:06.703761,95448,question.open_feedback,text data
2019-05-16 05:12:55.552710,108244,question.overall_rating,5
2019-05-16 05:07:55.082981,130236,question.overall_rating,4
2019-05-16 05:13:20.305263,108244,question.staff_rating,4
2019-05-16 04:05:50.016136,122044,question.staff_rating,5
2019-05-16 04:06:50.543956,122044,question.open_feedback,text data
2019-05-16 04:45:46.984351,127346,question.staff_rating,5
2019-05-16 05:36:20.234520,93617,question.overall_rating,2
2019-05-16 06:12:22.473660,108394,question.overall_rating,5
2019-05-16 06:12:49.059884,108394,question.staff_rating,5
2019-05-16 06:16:18.752710,129025,question.overall_rating,4
2019-05-16 06:16:27.220407,129025,question.staff_rating,5
2019-05-16 06:18:26.250029,108394,question.open_feedback,text data
2019-05-16 06:31:58.605906,114787,question.staff_rating,4
2019-05-16 07:02:11.382292,132492,question.staff_rating,5
2019-05-16 07:01:49.343415,132492,question.overall_rating,5
2019-05-16 06:39:02.139026,129307,question.overall_rating,4
2019-05-16 06:39:09.221638,129307,question.staff_rating,3
2019-05-16 07:14:19.209312,128434,question.overall_rating,1
2019-05-16 07:14:29.327347,128434,question.staff_rating,1
2019-05-16 07:18:42.960402,128434,question.open_feedback,text data
2019-05-16 07:42:24.700562,107495,question.overall_rating,4
2019-05-16 07:42:33.695392,107495,question.staff_rating,4
2019-05-16 09:17:34.318020,113530,question.staff_rating,3
2019-05-16 08:52:27.023897,131381,question.staff_rating,5
2019-05-16 09:17:42.338929,92827,question.overall_rating,4
2019-05-16 08:27:09.978565,126537,question.open_feedback,text data
2019-05-16 08:52:17.371228,131381,question.overall_rating,3
2019-05-16 09:17:24.341186,113530,question.overall_rating,3
2019-05-17 02:26:04.072123,131379,question.staff_rating,5
2019-05-17 04:32:46.811767,128605,question.overall_rating,5
2019-05-17 04:32:51.623267,132127,question.open_feedback,text data
2019-05-17 04:39:05.677045,119420,question.staff_rating,2
2019-05-17 04:44:22.534628,119420,question.open_feedback,text data
2019-05-17 08:00:27.363240,107235,question.overall_rating,4
2019-05-16 14:25:52.253263,116292,question.staff_rating,5
2019-05-16 18:24:29.376306,120766,question.overall_rating,4
2019-05-16 18:56:39.360094,125215,question.overall_rating,2
2019-05-16 19:19:37.902550,128800,question.staff_rating,5
2019-05-17 04:38:51.471029,119420,question.overall_rating,1
2019-05-17 06:48:39.985363,123991,question.staff_rating,4
2019-05-16 11:55:31.523645,129262,question.overall_rating,4
2019-05-16 16:38:57.155450,88422,question.overall_rating,4
2019-05-17 03:12:36.524812,126817,question.overall_rating,2
2019-05-17 04:34:16.498433,124553,question.staff_rating,5
2019-05-17 05:44:45.438705,115983,question.staff_rating,4
2019-05-17 06:49:59.286064,107324,question.open_feedback,text data
2019-05-17 07:18:02.077239,129721,question.staff_rating,5
2019-05-16 16:31:33.028819,121432,question.staff_rating,5
2019-05-16 16:31:27.691901,121432,question.overall_rating,4
2019-05-16 21:19:04.892711,134952,question.overall_rating,3
2019-05-16 11:55:40.313862,129262,question.staff_rating,5
2019-05-16 12:38:41.785396,83667,question.staff_rating,5
2019-05-16 14:13:59.313629,112772,question.overall_rating,4
2019-05-16 16:39:46.472258,88422,question.staff_rating,3
2019-05-16 17:07:49.097446,122223,question.staff_rating,4
2019-05-16 13:29:04.163316,118910,question.overall_rating,5
2019-05-16 12:23:01.800185,134268,question.overall_rating,2
2019-05-16 12:38:31.859348,80859,question.overall_rating,4
2019-05-16 14:26:38.280900,109067,question.staff_rating,4
2019-05-16 15:25:43.015270,122758,question.open_feedback,text data
2019-05-16 16:03:54.912259,120230,question.staff_rating,3
2019-05-16 17:07:30.132483,122223,question.overall_rating,3
2019-05-17 01:04:33.666972,132568,question.staff_rating,5
2019-05-17 01:05:55.325342,132568,question.open_feedback,text data
2019-05-17 01:54:22.982643,119139,question.open_feedback,text data
2019-05-17 02:40:02.508285,121969,question.overall_rating,4
2019-05-17 06:52:17.135544,118355,question.overall_rating,4
2019-05-17 08:10:27.411866,129056,question.staff_rating,2
2019-05-16 11:46:31.793452,111943,question.open_feedback,text data
2019-05-16 13:26:20.333406,128481,question.overall_rating,5
2019-05-16 14:26:21.804264,109067,question.overall_rating,4
2019-05-16 11:36:36.705388,118637,question.staff_rating,4
2019-05-16 11:39:13.448843,123086,question.open_feedback,text data
2019-05-16 11:37:07.582540,123086,question.staff_rating,1
2019-05-16 13:26:52.257915,128481,question.staff_rating,5
2019-05-16 12:39:04.609931,80859,question.staff_rating,5
2019-05-16 13:18:07.805190,85581,question.open_feedback,text data
2019-05-16 16:46:08.793046,95778,question.overall_rating,3
2019-05-17 01:04:26.236098,132568,question.overall_rating,5
2019-05-17 02:25:55.562678,131379,question.overall_rating,4
2019-05-17 04:32:08.675834,132127,question.staff_rating,5
2019-05-17 10:14:39.313342,121935,question.overall_rating,5
2019-05-17 10:33:28.390196,96393,question.open_feedback,text data
2019-05-16 18:42:10.522270,89568,question.staff_rating,5
2019-05-16 23:49:24.168514,119229,question.staff_rating,4
2019-05-16 15:33:00.656092,124224,question.open_feedback,text data
2019-05-17 01:14:37.325505,93991,question.overall_rating,4
2019-05-16 15:21:32.971703,124224,question.overall_rating,3
2019-05-16 23:33:32.410575,130622,question.overall_rating,1
2019-05-16 23:50:53.774817,119229,question.open_feedback,text data
2019-05-16 22:46:17.390833,78846,question.staff_rating,5
2019-05-17 02:43:16.313302,121969,question.open_feedback,text data
2019-05-17 03:56:03.938542,115360,question.open_feedback,text data
2019-05-17 04:00:20.096853,127296,question.overall_rating,4
2019-05-17 11:45:18.270015,134150,question.staff_rating,1
2019-05-17 12:04:47.758397,112113,question.staff_rating,5
2019-05-17 12:10:17.026660,115433,question.staff_rating,5
2019-05-16 18:43:06.384074,89568,question.open_feedback,text data
2019-05-17 01:22:27.273739,93991,question.open_feedback,text data
2019-05-16 16:45:18.441513,131871,question.open_feedback,text data
2019-05-16 22:54:20.638110,130396,question.staff_rating,5
2019-05-16 19:00:17.480743,125215,question.open_feedback,text data
2019-05-16 22:45:48.984810,78846,question.overall_rating,5
2019-05-17 02:03:51.181219,129286,question.overall_rating,4
2019-05-17 03:13:34.145729,126817,question.staff_rating,2
2019-05-17 06:52:28.869122,118355,question.staff_rating,4
2019-05-17 12:10:14.179441,115433,question.overall_rating,5
2019-05-17 15:06:00.752362,130846,question.overall_rating,3
2019-05-17 03:15:57.399887,126817,question.open_feedback,text data
2019-05-17 12:02:21.089747,130196,question.overall_rating,5
2019-05-17 12:17:31.616585,116258,question.overall_rating,5
2019-05-17 04:32:41.431746,133396,question.overall_rating,5
2019-05-17 02:17:04.297744,109492,question.staff_rating,3
2019-05-17 02:17:54.451394,109492,question.open_feedback,text data
2019-05-17 04:33:04.008053,133396,question.staff_rating,5
2019-05-17 02:29:30.457856,101500,question.open_feedback,text data
2019-05-17 04:00:45.152181,126501,question.staff_rating,5
2019-05-17 05:11:35.582009,83382,question.staff_rating,1
2019-05-17 02:28:37.555265,101500,question.overall_rating,1
2019-05-17 05:11:30.905047,83382,question.overall_rating,1
2019-05-17 08:45:34.079428,80349,question.overall_rating,5
2019-05-17 09:45:27.606502,128131,question.overall_rating,2
2019-05-17 05:49:12.408206,131441,question.staff_rating,4
2019-05-17 07:01:45.432365,126942,question.staff_rating,2
2019-05-17 07:35:36.479450,131936,question.staff_rating,5
2019-05-17 05:50:23.187343,131441,question.open_feedback,text data
2019-05-17 07:55:06.100848,100343,question.overall_rating,4
2019-05-17 06:47:04.982739,107647,question.staff_rating,4
2019-05-17 07:01:36.172917,126942,question.overall_rating,3
2019-05-17 08:45:42.147954,80349,question.staff_rating,5
2019-05-17 08:00:50.842826,107235,question.staff_rating,5
2019-05-17 19:42:12.756516,133963,question.open_feedback,text data
2019-05-17 08:10:12.917186,129056,question.overall_rating,1
2019-05-17 13:59:44.397056,114798,question.overall_rating,4
2019-05-17 16:59:01.996348,133511,question.overall_rating,2
2019-05-17 19:26:19.326452,132521,question.open_feedback,text data
2019-05-17 19:38:07.505473,133963,question.overall_rating,1
2019-05-17 11:44:59.788181,134150,question.overall_rating,1
2019-05-17 23:59:37.836756,137367,question.overall_rating,4
2019-05-18 06:02:30.082168,121490,question.open_feedback,text data
2019-05-18 06:36:58.065822,127009,question.overall_rating,4
2019-05-17 09:41:18.707395,131809,question.overall_rating,4
2019-05-17 13:38:24.815183,107228,question.overall_rating,5
2019-05-17 14:40:27.774360,130385,question.overall_rating,3
2019-05-17 18:01:51.241336,119438,question.staff_rating,2
2019-05-17 11:37:26.223227,135002,question.staff_rating,5
2019-05-17 10:36:44.479438,100508,question.staff_rating,4
2019-05-17 12:38:42.853291,127749,question.staff_rating,5
2019-05-17 14:38:45.601087,131354,question.staff_rating,5
2019-05-17 22:50:51.839526,135931,question.overall_rating,4
2019-05-18 03:51:59.508599,84816,question.staff_rating,3
2019-05-17 12:38:27.836452,127749,question.overall_rating,5
2019-05-17 11:47:14.303850,114353,question.overall_rating,2
2019-05-17 11:37:11.606164,135002,question.overall_rating,5
2019-05-17 13:40:47.007672,108122,question.overall_rating,4
2019-05-17 14:01:47.244457,122344,question.staff_rating,5
2019-05-17 14:03:13.261183,137377,question.overall_rating,3
2019-05-17 14:49:57.104447,115372,question.overall_rating,1
2019-05-17 14:38:36.709560,131354,question.overall_rating,4
2019-05-17 15:38:01.372303,130708,question.overall_rating,4
2019-05-17 19:24:42.166378,132521,question.staff_rating,5
2019-05-17 22:14:28.055845,129131,question.overall_rating,5
2019-05-18 07:23:57.829553,99056,question.staff_rating,5
2019-05-17 20:07:42.011000,112774,question.overall_rating,4
2019-05-17 16:27:12.233795,112022,question.overall_rating,3
2019-05-17 17:44:55.587172,121913,question.staff_rating,2
2019-05-17 18:54:06.306487,130766,question.staff_rating,2
2019-05-17 20:35:05.990906,134491,question.overall_rating,4
2019-05-17 17:48:11.727087,121913,question.open_feedback,text data
2019-05-17 21:32:51.913974,121581,question.overall_rating,5
2019-05-17 20:01:27.912019,133369,question.overall_rating,4
2019-05-17 20:01:37.027533,133369,question.staff_rating,5
2019-05-17 19:08:54.891406,95849,question.overall_rating,4
2019-05-17 22:10:27.432313,90341,question.overall_rating,4
2019-05-17 19:35:40.746056,86863,question.overall_rating,3
2019-05-18 02:22:19.447837,134826,question.overall_rating,3
2019-05-18 06:41:20.467560,125063,question.overall_rating,4
2019-05-18 08:00:55.505537,126365,question.overall_rating,5
2019-05-17 21:33:06.078322,121581,question.staff_rating,5
2019-05-18 02:51:56.940873,134493,question.staff_rating,5
2019-05-18 05:07:40.951149,113118,question.staff_rating,1
2019-05-17 22:10:27.827601,117422,question.open_feedback,text data
2019-05-17 22:23:24.173368,101443,question.overall_rating,1
2019-05-17 22:25:49.323190,101443,question.open_feedback,text data
2019-05-18 01:10:44.924119,132334,question.overall_rating,4
2019-05-18 02:22:27.327017,134826,question.staff_rating,5
2019-05-18 13:38:00.059603,129847,question.staff_rating,4
2019-05-18 02:18:56.551675,82139,question.staff_rating,5
2019-05-18 01:40:30.338436,127170,question.overall_rating,4
2019-05-18 02:51:31.151185,134493,question.overall_rating,5
2019-05-18 06:01:22.297205,121490,question.overall_rating,3
2019-05-18 11:49:03.087533,113547,question.staff_rating,5
2019-05-18 15:00:04.127666,126970,question.open_feedback,text data
2019-05-18 15:22:31.537360,124288,question.staff_rating,4
2019-05-18 05:44:32.525261,77210,question.staff_rating,5
2019-05-18 06:53:34.638815,117154,question.overall_rating,5
2019-05-18 11:38:51.077819,139195,question.staff_rating,5
2019-05-18 11:48:54.266889,113547,question.overall_rating,4
2019-05-18 11:56:48.041044,136304,question.overall_rating,1
2019-05-18 18:58:42.351206,117809,question.staff_rating,5
2019-05-18 20:29:49.757335,127304,question.overall_rating,5
2019-05-18 21:42:55.080402,80717,question.open_feedback,text data
2019-05-18 12:34:54.127508,132470,question.staff_rating,1
2019-05-18 20:55:19.188598,116443,question.staff_rating,5
2019-05-18 07:51:27.169754,134148,question.staff_rating,1
2019-05-18 07:51:14.123017,134148,question.overall_rating,1
2019-05-18 07:27:26.760265,93600,question.overall_rating,4
2019-05-18 12:42:34.552096,123481,question.overall_rating,3
2019-05-18 14:11:33.126243,139837,question.overall_rating,4
2019-05-18 16:16:03.043898,138585,question.overall_rating,3
2019-05-18 18:47:36.499860,135644,question.overall_rating,4
2019-05-18 22:23:00.297513,130563,question.overall_rating,4
2019-05-18 06:58:37.294812,88181,question.staff_rating,4
2019-05-18 11:01:45.316565,126954,question.open_feedback,text data
2019-05-18 07:27:31.650647,93600,question.staff_rating,3
2019-05-18 06:58:08.696787,88181,question.overall_rating,4
2019-05-18 07:21:39.277118,109160,question.open_feedback,text data
2019-05-18 11:15:59.478320,136844,question.staff_rating,1
2019-05-18 10:00:39.908657,84432,question.overall_rating,4
2019-05-18 11:51:23.977547,133810,question.staff_rating,5
2019-05-18 12:54:44.519323,101832,question.staff_rating,4
2019-05-18 23:50:57.316493,138172,question.overall_rating,4
2019-05-18 11:57:00.319611,136304,question.staff_rating,1
2019-05-19 00:00:46.012325,139400,question.overall_rating,5
2019-05-18 12:53:45.211792,101832,question.overall_rating,3
2019-05-18 14:57:51.325693,126970,question.staff_rating,5
2019-05-18 07:52:31.202553,134148,question.open_feedback,text data
2019-05-18 11:00:16.172027,126954,question.overall_rating,3
2019-05-18 20:08:20.437859,129247,question.staff_rating,5
2019-05-18 11:00:26.264228,126954,question.staff_rating,4
2019-05-18 20:33:59.966631,92692,question.staff_rating,5
2019-05-18 10:42:10.307340,126933,question.staff_rating,4
2019-05-18 11:38:30.682786,139195,question.overall_rating,5
2019-05-18 11:54:17.368924,125309,question.overall_rating,5
2019-05-18 10:41:58.793922,126933,question.overall_rating,4
2019-05-18 12:36:01.726794,132470,question.open_feedback,text data
2019-05-18 18:47:46.303575,135644,question.staff_rating,3
2019-05-18 20:33:34.402588,92692,question.overall_rating,4
2019-05-18 20:55:05.102019,116443,question.overall_rating,5
2019-05-18 21:50:05.671509,120832,question.staff_rating,5
2019-05-18 11:15:52.977462,136844,question.overall_rating,1
2019-05-18 11:49:24.655258,113549,question.overall_rating,4
2019-05-18 12:17:17.311849,130771,question.staff_rating,4
2019-05-18 11:54:49.342936,125309,question.staff_rating,5
2019-05-18 17:20:24.705942,129187,question.overall_rating,3
2019-05-18 11:51:14.318093,133810,question.overall_rating,4
2019-05-18 11:59:25.096672,125309,question.open_feedback,text data
2019-05-18 17:23:19.693063,129187,question.open_feedback,text data
2019-05-18 11:56:23.464945,108646,question.open_feedback,text data
2019-05-18 12:01:22.743840,115760,question.staff_rating,3
2019-05-18 12:01:13.749230,115760,question.overall_rating,3
2019-05-18 12:34:32.668061,132470,question.overall_rating,2
2019-05-18 11:54:49.473145,108646,question.staff_rating,5
2019-05-18 13:39:31.202939,129847,question.open_feedback,text data
2019-05-18 14:57:38.460138,126970,question.overall_rating,4
2019-05-18 12:17:02.681252,130771,question.overall_rating,4
2019-05-18 11:54:38.998201,108646,question.overall_rating,1
2019-05-18 12:19:03.815054,130771,question.open_feedback,text data
2019-05-18 12:55:29.316732,128031,question.staff_rating,3
2019-05-18 15:22:12.290182,124288,question.overall_rating,4
2019-05-18 16:26:48.332442,119106,question.staff_rating,4
2019-05-19 01:38:31.570757,136310,question.staff_rating,4
2019-05-19 05:01:29.068929,139386,question.overall_rating,2
2019-05-18 13:10:52.977027,136619,question.overall_rating,4
2019-05-18 13:03:23.878528,137837,question.overall_rating,5
2019-05-18 13:04:38.172705,137837,question.open_feedback,text data
2019-05-18 14:04:26.312290,123874,question.staff_rating,3
2019-05-18 13:38:09.836975,111567,question.staff_rating,4
2019-05-18 13:03:33.006266,137837,question.staff_rating,5
2019-05-18 14:12:07.509895,123874,question.open_feedback,text data
2019-05-18 12:56:06.982653,128031,question.open_feedback,text data
2019-05-18 13:09:12.996310,86174,question.overall_rating,2
2019-05-18 12:55:18.920348,128031,question.overall_rating,4
2019-05-18 13:37:37.825241,111567,question.overall_rating,4
2019-05-18 13:57:58.596910,119034,question.overall_rating,4
2019-05-18 13:11:04.299845,136619,question.staff_rating,4
2019-05-18 14:03:41.498495,123874,question.overall_rating,4
2019-05-18 13:58:05.202015,119034,question.staff_rating,4
2019-05-18 14:08:07.543742,129290,question.overall_rating,4
2019-05-18 14:08:17.524311,129290,question.staff_rating,4
2019-05-18 15:31:53.537154,71464,question.open_feedback,text data
2019-05-18 15:00:05.532396,118025,question.overall_rating,5
2019-05-18 17:07:33.695443,135789,question.open_feedback,text data
2019-05-18 15:00:20.745516,118025,question.staff_rating,5
2019-05-18 18:30:30.051154,122724,question.overall_rating,1
2019-05-18 16:44:21.146729,117207,question.staff_rating,4
2019-05-18 16:36:06.909826,125494,question.overall_rating,3
2019-05-18 16:53:51.859629,108531,question.overall_rating,4
2019-05-18 15:10:42.745371,71464,question.staff_rating,2
2019-05-18 17:01:47.568557,108531,question.open_feedback,text data
2019-05-18 15:00:04.721874,130792,question.overall_rating,5
2019-05-18 18:31:00.634932,122724,question.open_feedback,text data
2019-05-18 18:16:31.146416,80280,question.staff_rating,2
2019-05-18 15:10:06.493886,71464,question.overall_rating,1
2019-05-18 23:11:11.775642,136804,question.staff_rating,5
2019-05-18 16:51:02.531081,135789,question.staff_rating,5
2019-05-18 19:19:28.163036,122563,question.open_feedback,text data
2019-05-18 19:33:20.339027,129134,question.staff_rating,2
2019-05-18 18:17:44.127085,80280,question.open_feedback,text data
2019-05-18 18:30:39.411426,122724,question.staff_rating,1
2019-05-18 20:08:25.516899,136456,question.staff_rating,3
2019-05-18 19:18:38.715381,122563,question.overall_rating,5
2019-05-18 20:16:34.062233,129747,question.overall_rating,5
2019-05-18 19:14:10.386210,139389,question.overall_rating,5
2019-05-18 16:36:17.804087,125494,question.staff_rating,4
2019-05-18 16:54:32.050538,108531,question.staff_rating,5
2019-05-18 20:09:14.283725,129247,question.open_feedback,text data
2019-05-18 20:35:37.133937,81504,question.staff_rating,5
2019-05-18 22:41:17.633950,81676,question.staff_rating,5
2019-05-19 00:00:54.276916,139400,question.staff_rating,5
2019-05-18 20:29:56.254438,127304,question.staff_rating,5
2019-05-19 02:09:50.067035,125999,question.overall_rating,4
2019-05-18 21:41:14.349916,80717,question.overall_rating,5
2019-05-18 20:08:06.855379,136456,question.overall_rating,3
2019-05-19 01:51:47.780607,138619,question.overall_rating,5
2019-05-19 02:05:52.570525,135198,question.open_feedback,text data
2019-05-18 22:54:05.113306,113278,question.overall_rating,4
2019-05-19 05:13:32.359553,123198,question.overall_rating,4
2019-05-18 22:55:04.343006,113278,question.open_feedback,text data
2019-05-18 19:33:12.897470,129134,question.overall_rating,2
2019-05-18 16:50:02.226267,135789,question.overall_rating,4
2019-05-18 16:44:08.417414,117207,question.overall_rating,4
2019-05-18 20:16:48.861546,129747,question.staff_rating,5
2019-05-18 19:14:18.414539,139389,question.staff_rating,5
2019-05-18 20:35:30.591664,81504,question.overall_rating,5
2019-05-18 22:25:09.535435,125747,question.staff_rating,5
2019-05-18 21:37:10.609867,135949,question.overall_rating,4
2019-05-18 23:01:55.293610,97086,question.staff_rating,5
2019-05-18 19:33:55.306910,129134,question.open_feedback,text data
2019-05-18 23:10:54.735379,136804,question.overall_rating,5
2019-05-18 18:16:10.911300,80280,question.overall_rating,1
2019-05-19 01:52:20.219744,139259,question.staff_rating,5
2019-05-18 20:17:09.891142,129747,question.open_feedback,text data
2019-05-18 23:16:03.094749,136804,question.open_feedback,text data
2019-05-18 19:18:46.019741,122563,question.staff_rating,3
2019-05-18 22:54:22.879979,113278,question.staff_rating,3
2019-05-18 23:02:25.405418,97086,question.open_feedback,text data
2019-05-18 23:01:35.246383,97086,question.overall_rating,5
2019-05-19 02:03:59.492426,135198,question.staff_rating,5
2019-05-19 02:27:59.726282,133276,question.overall_rating,5
2019-05-18 22:41:02.148716,81676,question.overall_rating,5
2019-05-18 23:14:41.026556,123846,question.staff_rating,1
2019-05-19 04:40:09.282556,134248,question.staff_rating,3
2019-05-18 23:26:57.055109,123846,question.open_feedback,text data
2019-05-18 21:37:27.461064,135949,question.staff_rating,5
2019-05-18 22:25:03.390708,125747,question.overall_rating,5
2019-05-18 22:25:25.684713,126207,question.overall_rating,5
2019-05-18 22:25:29.232596,126207,question.staff_rating,5
2019-05-18 23:14:23.465162,123846,question.overall_rating,1
2019-05-18 23:21:52.048463,124862,question.staff_rating,1
2019-05-19 00:39:31.249353,127150,question.overall_rating,4
2019-05-19 02:33:14.514122,135737,question.open_feedback,text data
2019-05-19 00:39:38.537950,127150,question.staff_rating,5
2019-05-19 03:44:17.731830,138545,question.open_feedback,text data
2019-05-19 05:20:56.442593,133588,question.open_feedback,text data
2019-05-19 01:46:45.635350,134522,question.overall_rating,5
2019-05-19 02:21:31.306785,113858,question.staff_rating,4
2019-05-19 01:52:01.192958,139259,question.overall_rating,3
2019-05-19 03:55:32.711157,109599,question.staff_rating,5
2019-05-19 05:13:45.124589,123198,question.staff_rating,2
2019-05-19 02:21:20.725906,113858,question.overall_rating,1
2019-05-19 02:31:14.481299,135737,question.overall_rating,1
2019-05-19 03:39:42.968367,138545,question.staff_rating,3
2019-05-19 03:49:03.935895,135595,question.staff_rating,4
2019-05-19 01:38:26.266626,136310,question.overall_rating,4
2019-05-19 04:16:46.575984,126077,question.staff_rating,4
2019-05-19 05:19:02.855900,133588,question.overall_rating,5
2019-05-19 04:16:34.845177,126077,question.overall_rating,4
2019-05-19 07:09:18.767706,126088,question.staff_rating,5
2019-05-19 01:46:59.097479,134522,question.staff_rating,5
